blink_rate,gaze_center,head_angle,face_detected,typing_speed,mouse_movement,mouse_click_rate,idle_time,focus_score,productivity_score,cognitive_load
0.0,1,0.14464417099952698,1,0.2,0.0,0.0,0.08000373840332031,80,40,Low
0.0,1,0.14482539892196655,1,0.2,0.0,0.0,0.07461953163146973,80,40,Low
0.0,1,0.14546215534210205,1,0.0,0.0,0.0,0.15291309356689453,80,40,Low
0.0,1,0.14665505290031433,1,0.2,0.0,0.0,0.08713579177856445,80,40,Low
0.0,1,0.14611530303955078,1,0.0,0.0,0.0,0.18056917190551758,80,40,Low
0.0,1,0.14337372779846191,1,0.0,0.0,0.0,0.27461791038513184,80,40,Low
1.0,1,0.14302140474319458,1,0.0,0.0,0.0,0.35141730308532715,65,32,Medium
1.0,1,0.144748717546463,1,0.2,0.0,0.0,0.11563849449157715,65,32,Medium
0.0,1,0.1429513692855835,1,0.4,0.0,0.0,0.018518686294555664,80,40,Low
0.0,1,0.14431923627853394,1,0.2,0.0,0.0,0.01704549789428711,80,40,Low
0.0,1,0.14370068907737732,1,0.0,0.0,0.0,0.10976052284240723,80,40,Low
0.0,1,0.14452990889549255,1,0.2,0.0,0.0,0.08495855331420898,80,40,Low
0.0,1,0.14449113607406616,1,0.2,0.0,0.0,0.08800148963928223,80,40,Low
0.0,1,0.1442728042602539,1,0.2,0.0,0.0,0.005000591278076172,80,40,Low
0.0,1,0.14468622207641602,1,0.2,0.0,0.0,0.020000934600830078,80,40,Low
0.0,1,0.14443734288215637,1,0.2,0.0,0.0,0.06430196762084961,80,40,Low
0.0,1,0.14435642957687378,1,0.0,0.0,0.0,0.1603395938873291,80,40,Low
0.0,1,0.1423097848892212,1,0.0,0.0,0.0,0.2530791759490967,80,40,Low
1.0,1,0.14550134539604187,1,0.0,0.0,0.0,0.3495206832885742,65,32,Medium
1.0,1,0.14228862524032593,1,0.2,0.0,0.0,0.12119078636169434,65,32,Medium
1.0,1,0.14325058460235596,1,0.2,0.0,0.0,0.004994630813598633,65,32,Medium
1.0,1,0.14342546463012695,1,0.0,0.0,0.0,0.11553096771240234,65,32,Medium
0.0,1,0.14038747549057007,1,0.2,0.0,0.0,0.07999730110168457,80,40,Low
0.0,1,0.14456111192703247,1,0.2,0.0,0.0,0.06559300422668457,80,40,Low
0.0,1,0.14503753185272217,1,0.2,0.0,0.0,0.03137063980102539,80,40,Low
0.0,1,0.14541804790496826,1,0.0,0.0,0.0,0.12512993812561035,80,40,Low
0.0,1,0.14511999487876892,1,0.0,0.0,0.0,0.22034144401550293,80,40,Low
0.0,1,0.14598584175109863,1,0.0,0.0,0.0,0.31175947189331055,80,40,Low
0.0,1,0.14607587456703186,1,0.0,0.0,0.2,0.04053449630737305,80,40,Low
0.0,1,0.14548364281654358,1,0.0,0.0,0.0,0.12402224540710449,80,40,Low
0.0,1,0.14442041516304016,1,0.0,0.0,0.0,0.21606969833374023,80,40,Low
0.0,1,0.1443207561969757,1,0.0,0.0,0.2,0.08972811698913574,80,40,Low
0.0,1,0.14401495456695557,1,0.0,0.0,0.0,0.18509888648986816,80,40,Low
0.0,1,0.13623559474945068,1,0.0,0.0,0.0,0.28044676780700684,80,40,Low
0.0,1,0.1322513222694397,1,0.0,0.0,0.0,0.3737447261810303,80,40,Low
0.0,1,0.12969183921813965,1,0.0,0.0,0.0,0.4883127212524414,80,40,Low
0.0,1,0.12833145260810852,1,0.0,0.0,0.0,0.5798673629760742,80,40,Low
0.0,1,0.1301988959312439,1,0.0,0.0,0.0,0.6747698783874512,80,40,Low
0.0,1,0.13381657004356384,1,0.0,0.0,0.0,0.8000681400299072,80,40,Low
0.0,1,0.13716697692871094,1,0.0,0.0,0.0,0.8944673538208008,80,40,Low
0.0,1,0.14044108986854553,1,0.0,0.0,0.0,0.9926848411560059,80,40,Low
0.0,1,0.14919885993003845,1,0.0,0.0,0.0,1.083850383758545,80,40,Low
1.0,1,0.1450919806957245,1,0.0,0.0,0.0,1.193946123123169,65,32,Medium
0.0,0,0.15920987725257874,1,0.0,0.0,0.0,1.288276195526123,40,20,High
0.0,0,0.0,0,0.0,0.0,0.0,1.3818261623382568,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,1.492847204208374,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,1.5904572010040283,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,1.7089648246765137,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,1.8189294338226318,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,1.9142775535583496,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.0243780612945557,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.1026012897491455,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.2130041122436523,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.3062660694122314,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.4164962768554688,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.5098278522491455,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.633314609527588,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.7111406326293945,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.7890625,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.883526563644409,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,2.9935104846954346,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.1025540828704834,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.194981336593628,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.2918782234191895,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.4001832008361816,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.494591236114502,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.5890774726867676,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.698582649230957,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.8078203201293945,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.9007887840270996,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,3.9946272373199463,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.1040098667144775,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.201567888259888,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.293172597885132,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.370791912078857,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.4992077350616455,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.592677116394043,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.701692581176758,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.782377243041992,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.906203985214233,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,4.998977184295654,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.077157735824585,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.169373989105225,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.296956777572632,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.407372951507568,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.484960317611694,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.577425003051758,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.701167106628418,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.778750896453857,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.888207674026489,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,5.980187892913818,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.107443809509277,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.171499252319336,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.281461000442505,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.372478723526001,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.495728969573975,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.590720176696777,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.685358047485352,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.7828874588012695,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.874004125595093,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,6.983765602111816,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.074657917022705,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.183328151702881,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.293566703796387,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.387643814086914,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.483172178268433,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.575589179992676,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.687081575393677,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.779385089874268,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.8871564865112305,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,7.999689340591431,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.093234539031982,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.18629503250122,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.280506372451782,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.38818907737732,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.483751773834229,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.580350637435913,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.690321922302246,0,0,Absent
